Country,State,State lgd code,Year,Gender,Age group,Type of area,Worker Population Ratio (WPR)_avg,Worker Population Ratio (WPR)_max,Worker Population Ratio (WPR)_min,Worker Population Ratio (WPR)_sum,Worker Population Ratio (WPR)_count,Worker Population Ratio (WPR)_stddev,Worker Population Ratio (WPR)_LandAreaWeight,Worker Population Ratio (WPR)_TotalPopulationWeight,Worker Population Ratio (WPR)_NumberOfHouseholdsWeight,Worker Population Ratio (WPR)_TotalPopulationMaleWeight,Worker Population Ratio (WPR)_TotalPopulationFemaleWeight
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Persons,15-59,Total,61.1,61.1,61.1,61.1,1,,61.1,61.1,61.1,61.1,61.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Persons,15-59,Urban,49.5,49.5,49.5,49.5,1,,49.5,49.5,49.5,49.5,49.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Persons,15 years and above,Rural,61.6,61.6,61.6,61.6,1,,61.6,61.6,61.6,61.6,61.6
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Persons,15 years and above,Total,58.3,58.3,58.3,58.3,1,,58.3,58.3,58.3,58.3,58.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Persons,15 years and above,Urban,45.3,45.3,45.3,45.3,1,,45.3,45.3,45.3,45.3,45.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Persons,all years,Rural,45.9,45.9,45.9,45.9,1,,45.9,45.9,45.9,45.9,45.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Persons,all years,Total,44.0,44.0,44.0,44.0,1,,44.0,44.0,44.0,44.0,44.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Persons,all years,Urban,35.8,35.8,35.8,35.8,1,,35.8,35.8,35.8,35.8,35.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Rural,36.3,36.3,36.3,36.3,1,,,36.3,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Total,32.4,32.4,32.4,32.4,1,,,32.4,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Urban,12.1,12.1,12.1,12.1,1,,,12.1,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Rural,55.6,55.6,55.6,55.6,1,,,55.6,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Total,50.0,50.0,50.0,50.0,1,,,50.0,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Urban,23.8,23.8,23.8,23.8,1,,,23.8,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Rural,52.5,52.5,52.5,52.5,1,,,52.5,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Total,46.9,46.9,46.9,46.9,1,,,46.9,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Urban,21.0,21.0,21.0,21.0,1,,,21.0,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,all years,Rural,38.9,38.9,38.9,38.9,1,,,38.9,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,all years,Total,35.3,35.3,35.3,35.3,1,,,35.3,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Female,all years,Urban,16.8,16.8,16.8,16.8,1,,,16.8,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Rural,51.5,51.5,51.5,51.5,1,,,51.5,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Total,49.9,49.9,49.9,49.9,1,,,49.9,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Urban,42.3,42.3,42.3,42.3,1,,,42.3,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Rural,79.2,79.2,79.2,79.2,1,,,79.2,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Total,78.4,78.4,78.4,78.4,1,,,78.4,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Urban,74.7,74.7,74.7,74.7,1,,,74.7,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Rural,75.6,75.6,75.6,75.6,1,,,75.6,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Total,74.2,74.2,74.2,74.2,1,,,74.2,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Urban,68.2,68.2,68.2,68.2,1,,,68.2,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,all years,Rural,54.8,54.8,54.8,54.8,1,,,54.8,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,all years,Total,54.5,54.5,54.5,54.5,1,,,54.5,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Male,all years,Urban,53.1,53.1,53.1,53.1,1,,,53.1,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Rural,43.9,43.9,43.9,43.9,1,,43.9,43.9,43.9,43.9,43.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Total,41.2,41.2,41.2,41.2,1,,41.2,41.2,41.2,41.2,41.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Urban,28.2,28.2,28.2,28.2,1,,28.2,28.2,28.2,28.2,28.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Rural,67.4,67.4,67.4,67.4,1,,67.4,67.4,67.4,67.4,67.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Total,64.3,64.3,64.3,64.3,1,,64.3,64.3,64.3,64.3,64.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Urban,50.1,50.1,50.1,50.1,1,,50.1,50.1,50.1,50.1,50.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Rural,64.2,64.2,64.2,64.2,1,,64.2,64.2,64.2,64.2,64.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Total,60.7,60.7,60.7,60.7,1,,60.7,60.7,60.7,60.7,60.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Urban,45.4,45.4,45.4,45.4,1,,45.4,45.4,45.4,45.4,45.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Rural,47.0,47.0,47.0,47.0,1,,47.0,47.0,47.0,47.0,47.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Total,45.1,45.1,45.1,45.1,1,,45.1,45.1,45.1,45.1,45.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Urban,35.9,35.9,35.9,35.9,1,,35.9,35.9,35.9,35.9,35.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Rural,31.7,31.7,31.7,31.7,1,,,31.7,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Total,29.0,29.0,29.0,29.0,1,,,29.0,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Urban,16.1,16.1,16.1,16.1,1,,,16.1,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Rural,55.8,55.8,55.8,55.8,1,,,55.8,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Total,50.2,50.2,50.2,50.2,1,,,50.2,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Urban,26.7,26.7,26.7,26.7,1,,,26.7,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Rural,52.8,52.8,52.8,52.8,1,,,52.8,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Total,47.1,47.1,47.1,47.1,1,,,47.1,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Urban,24.1,24.1,24.1,24.1,1,,,24.1,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,all years,Rural,38.9,38.9,38.9,38.9,1,,,38.9,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,all years,Total,35.1,35.1,35.1,35.1,1,,,35.1,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Female,all years,Urban,18.8,18.8,18.8,18.8,1,,,18.8,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Rural,51.2,51.2,51.2,51.2,1,,,51.2,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Total,49.9,49.9,49.9,49.9,1,,,49.9,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Urban,43.4,43.4,43.4,43.4,1,,,43.4,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Rural,76.8,76.8,76.8,76.8,1,,,76.8,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Total,76.7,76.7,76.7,76.7,1,,,76.7,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Urban,76.2,76.2,76.2,76.2,1,,,76.2,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Rural,73.4,73.4,73.4,73.4,1,,,73.4,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Total,72.9,72.9,72.9,72.9,1,,,72.9,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Urban,71.0,71.0,71.0,71.0,1,,,71.0,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,all years,Rural,53.8,53.8,53.8,53.8,1,,,53.8,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,all years,Total,54.1,54.1,54.1,54.1,1,,,54.1,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Male,all years,Urban,55.4,55.4,55.4,55.4,1,,,55.4,,,
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Rural,42.2,42.2,42.2,42.2,1,,42.2,42.2,42.2,42.2,42.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Total,40.2,40.2,40.2,40.2,1,,40.2,40.2,40.2,40.2,40.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Urban,30.9,30.9,30.9,30.9,1,,30.9,30.9,30.9,30.9,30.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Rural,66.5,66.5,66.5,66.5,1,,66.5,66.5,66.5,66.5,66.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Total,63.7,63.7,63.7,63.7,1,,63.7,63.7,63.7,63.7,63.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Urban,52.5,52.5,52.5,52.5,1,,52.5,52.5,52.5,52.5,52.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Rural,63.4,63.4,63.4,63.4,1,,63.4,63.4,63.4,63.4,63.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Total,60.4,60.4,60.4,60.4,1,,60.4,60.4,60.4,60.4,60.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Urban,48.3,48.3,48.3,48.3,1,,48.3,48.3,48.3,48.3,48.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Rural,46.6,46.6,46.6,46.6,1,,46.6,46.6,46.6,46.6,46.6
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Total,44.9,44.9,44.9,44.9,1,,44.9,44.9,44.9,44.9,44.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Urban,37.7,37.7,37.7,37.7,1,,37.7,37.7,37.7,37.7,37.7
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Rural,32.0,32.0,32.0,32.0,1,,,32.0,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Total,29.7,29.7,29.7,29.7,1,,,29.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Urban,9.5,9.5,9.5,9.5,1,,,9.5,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Rural,54.2,54.2,54.2,54.2,1,,,54.2,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Total,51.2,51.2,51.2,51.2,1,,,51.2,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Urban,22.2,22.2,22.2,22.2,1,,,22.2,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Rural,50.0,50.0,50.0,50.0,1,,,50.0,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Total,47.5,47.5,47.5,47.5,1,,,47.5,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Urban,21.3,21.3,21.3,21.3,1,,,21.3,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,all years,Rural,40.0,40.0,40.0,40.0,1,,,40.0,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,all years,Total,37.9,37.9,37.9,37.9,1,,,37.9,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Female,all years,Urban,16.9,16.9,16.9,16.9,1,,,16.9,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Rural,42.7,42.7,42.7,42.7,1,,,42.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Total,43.9,43.9,43.9,43.9,1,,,43.9,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Urban,50.4,50.4,50.4,50.4,1,,,50.4,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Rural,75.8,75.8,75.8,75.8,1,,,75.8,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Total,75.6,75.6,75.6,75.6,1,,,75.6,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Urban,74.1,74.1,74.1,74.1,1,,,74.1,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Rural,71.2,71.2,71.2,71.2,1,,,71.2,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Total,71.0,71.0,71.0,71.0,1,,,71.0,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Urban,69.8,69.8,69.8,69.8,1,,,69.8,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,all years,Rural,55.1,55.1,55.1,55.1,1,,,55.1,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,all years,Total,55.0,55.0,55.0,55.0,1,,,55.0,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Male,all years,Urban,54.3,54.3,54.3,54.3,1,,,54.3,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Rural,37.2,37.2,37.2,37.2,1,,37.2,37.2,37.2,37.2,37.2
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Total,36.8,36.8,36.8,36.8,1,,36.8,36.8,36.8,36.8,36.8
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Urban,34.2,34.2,34.2,34.2,1,,34.2,34.2,34.2,34.2,34.2
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Rural,64.5,64.5,64.5,64.5,1,,64.5,64.5,64.5,64.5,64.5
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Total,63.0,63.0,63.0,63.0,1,,63.0,63.0,63.0,63.0,63.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Urban,51.1,51.1,51.1,51.1,1,,51.1,51.1,51.1,51.1,51.1
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Rural,60.2,60.2,60.2,60.2,1,,60.2,60.2,60.2,60.2,60.2
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Total,58.9,58.9,58.9,58.9,1,,58.9,58.9,58.9,58.9,58.9
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Urban,48.3,48.3,48.3,48.3,1,,48.3,48.3,48.3,48.3,48.3
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Rural,47.4,47.4,47.4,47.4,1,,47.4,47.4,47.4,47.4,47.4
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Total,46.4,46.4,46.4,46.4,1,,46.4,46.4,46.4,46.4,46.4
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Urban,37.9,37.9,37.9,37.9,1,,37.9,37.9,37.9,37.9,37.9
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Rural,38.2,38.2,38.2,38.2,1,,,38.2,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Total,35.7,35.7,35.7,35.7,1,,,35.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Urban,17.2,17.2,17.2,17.2,1,,,17.2,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Rural,64.2,64.2,64.2,64.2,1,,,64.2,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Total,60.6,60.6,60.6,60.6,1,,,60.6,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Urban,28.8,28.8,28.8,28.8,1,,,28.8,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Rural,59.4,59.4,59.4,59.4,1,,,59.4,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Total,56.3,56.3,56.3,56.3,1,,,56.3,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Urban,26.7,26.7,26.7,26.7,1,,,26.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,all years,Rural,46.9,46.9,46.9,46.9,1,,,46.9,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,all years,Total,44.6,44.6,44.6,44.6,1,,,44.6,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Female,all years,Urban,21.9,21.9,21.9,21.9,1,,,21.9,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,15-29,Rural,42.1,42.1,42.1,42.1,1,,,42.1,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,15-29,Total,42.7,42.7,42.7,42.7,1,,,42.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,15-29,Urban,46.7,46.7,46.7,46.7,1,,,46.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,15-59,Rural,75.4,75.4,75.4,75.4,1,,,75.4,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,15-59,Total,75.1,75.1,75.1,75.1,1,,,75.1,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,15-59,Urban,73.0,73.0,73.0,73.0,1,,,73.0,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,15 years and above,Rural,72.1,72.1,72.1,72.1,1,,,72.1,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,15 years and above,Total,71.7,71.7,71.7,71.7,1,,,71.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,15 years and above,Urban,68.6,68.6,68.6,68.6,1,,,68.6,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,all years,Rural,56.0,56.0,56.0,56.0,1,,,56.0,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,all years,Total,55.6,55.6,55.6,55.6,1,,,55.6,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Male,all years,Urban,53.0,53.0,53.0,53.0,1,,,53.0,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,15-29,Rural,40.3,40.3,40.3,40.3,1,,40.3,40.3,40.3,40.3,40.3
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,15-29,Total,39.5,39.5,39.5,39.5,1,,39.5,39.5,39.5,39.5,39.5
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,15-29,Urban,33.9,33.9,33.9,33.9,1,,33.9,33.9,33.9,33.9,33.9
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,15-59,Rural,69.8,69.8,69.8,69.8,1,,69.8,69.8,69.8,69.8,69.8
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,15-59,Total,67.9,67.9,67.9,67.9,1,,67.9,67.9,67.9,67.9,67.9
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,15-59,Urban,52.6,52.6,52.6,52.6,1,,52.6,52.6,52.6,52.6,52.6
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,15 years and above,Rural,65.6,65.6,65.6,65.6,1,,65.6,65.6,65.6,65.6,65.6
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,15 years and above,Total,63.9,63.9,63.9,63.9,1,,63.9,63.9,63.9,63.9,63.9
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,15 years and above,Urban,49.0,49.0,49.0,49.0,1,,49.0,49.0,49.0,49.0,49.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,all years,Rural,51.4,51.4,51.4,51.4,1,,51.4,51.4,51.4,51.4,51.4
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,all years,Total,50.1,50.1,50.1,50.1,1,,50.1,50.1,50.1,50.1,50.1
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2018",Persons,all years,Urban,39.0,39.0,39.0,39.0,1,,39.0,39.0,39.0,39.0,39.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,15-29,Rural,49.4,49.4,49.4,49.4,1,,,49.4,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,15-29,Total,45.7,45.7,45.7,45.7,1,,,45.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,15-29,Urban,23.4,23.4,23.4,23.4,1,,,23.4,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,15-59,Rural,72.4,72.4,72.4,72.4,1,,,72.4,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,15-59,Total,68.1,68.1,68.1,68.1,1,,,68.1,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,15-59,Urban,38.8,38.8,38.8,38.8,1,,,38.8,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,15 years and above,Rural,66.7,66.7,66.7,66.7,1,,,66.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,15 years and above,Total,63.1,63.1,63.1,63.1,1,,,63.1,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,15 years and above,Urban,36.7,36.7,36.7,36.7,1,,,36.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,all years,Rural,53.5,53.5,53.5,53.5,1,,,53.5,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,all years,Total,50.3,50.3,50.3,50.3,1,,,50.3,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Female,all years,Urban,27.9,27.9,27.9,27.9,1,,,27.9,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Rural,57.3,57.3,57.3,57.3,1,,,57.3,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Total,57.3,57.3,57.3,57.3,1,,,57.3,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Urban,57.0,57.0,57.0,57.0,1,,,57.0,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Rural,81.2,81.2,81.2,81.2,1,,,81.2,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Total,80.9,80.9,80.9,80.9,1,,,80.9,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Urban,78.8,78.8,78.8,78.8,1,,,78.8,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Rural,78.7,78.7,78.7,78.7,1,,,78.7,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Total,78.4,78.4,78.4,78.4,1,,,78.4,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Urban,76.2,76.2,76.2,76.2,1,,,76.2,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,all years,Rural,61.6,61.6,61.6,61.6,1,,,61.6,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,all years,Total,61.1,61.1,61.1,61.1,1,,,61.1,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Male,all years,Urban,58.1,58.1,58.1,58.1,1,,,58.1,,,
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Rural,53.5,53.5,53.5,53.5,1,,53.5,53.5,53.5,53.5,53.5
