Country,State,State lgd code,Year,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Female,"Self-Employed own account worker, employer",31.7,31.7,31.7,31.7,1,,31.7,31.7,31.7,31.7,31.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Male,All self employed,47.8,47.8,47.8,47.8,1,,47.8,47.8,47.8,47.8,47.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Casual labour,11.8,11.8,11.8,11.8,1,,11.8,11.8,11.8,11.8,11.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Regular wage/salary,40.4,40.4,40.4,40.4,1,,40.4,40.4,40.4,40.4,40.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Self-Employed helper in hoursehold enterprise,5.5,5.5,5.5,5.5,1,,5.5,5.5,5.5,5.5,5.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Male,"Self-Employed own account worker, employer",42.3,42.3,42.3,42.3,1,,42.3,42.3,42.3,42.3,42.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,All self employed,47.0,47.0,47.0,47.0,1,,47.0,47.0,47.0,47.0,47.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Casual labour,10.5,10.5,10.5,10.5,1,,10.5,10.5,10.5,10.5,10.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Regular wage/salary,42.5,42.5,42.5,42.5,1,,42.5,42.5,42.5,42.5,42.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Self-Employed helper in hoursehold enterprise,6.9,6.9,6.9,6.9,1,,6.9,6.9,6.9,6.9,6.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,"Self-Employed own account worker, employer",40.0,40.0,40.0,40.0,1,,40.0,40.0,40.0,40.0,40.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Female,All self employed,89.4,89.4,89.4,89.4,1,,89.4,89.4,89.4,89.4,89.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Casual labour,1.1,1.1,1.1,1.1,1,,1.1,1.1,1.1,1.1,1.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Regular wage/salary,9.5,9.5,9.5,9.5,1,,9.5,9.5,9.5,9.5,9.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Self-Employed helper in hoursehold enterprise,36.7,36.7,36.7,36.7,1,,36.7,36.7,36.7,36.7,36.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Female,"Self-Employed own account worker, employer",52.7,52.7,52.7,52.7,1,,52.7,52.7,52.7,52.7,52.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Male,All self employed,50.5,50.5,50.5,50.5,1,,50.5,50.5,50.5,50.5,50.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Casual labour,24.4,24.4,24.4,24.4,1,,24.4,24.4,24.4,24.4,24.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Regular wage/salary,25.1,25.1,25.1,25.1,1,,25.1,25.1,25.1,25.1,25.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Self-Employed helper in hoursehold enterprise,7.0,7.0,7.0,7.0,1,,7.0,7.0,7.0,7.0,7.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Male,"Self-Employed own account worker, employer",43.5,43.5,43.5,43.5,1,,43.5,43.5,43.5,43.5,43.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,All self employed,65.2,65.2,65.2,65.2,1,,65.2,65.2,65.2,65.2,65.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Casual labour,15.6,15.6,15.6,15.6,1,,15.6,15.6,15.6,15.6,15.6
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Regular wage/salary,19.2,19.2,19.2,19.2,1,,19.2,19.2,19.2,19.2,19.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Self-Employed helper in hoursehold enterprise,18.2,18.2,18.2,18.2,1,,18.2,18.2,18.2,18.2,18.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,"Self-Employed own account worker, employer",47.0,47.0,47.0,47.0,1,,47.0,47.0,47.0,47.0,47.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,All self employed,85.5,85.5,85.5,85.5,1,,85.5,85.5,85.5,85.5,85.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Casual labour,1.4,1.4,1.4,1.4,1,,1.4,1.4,1.4,1.4,1.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Regular wage/salary,13.1,13.1,13.1,13.1,1,,13.1,13.1,13.1,13.1,13.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,34.5,34.5,34.5,34.5,1,,34.5,34.5,34.5,34.5,34.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,"Self-Employed own account worker, employer",51.0,51.0,51.0,51.0,1,,51.0,51.0,51.0,51.0,51.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,All self employed,49.8,49.8,49.8,49.8,1,,49.8,49.8,49.8,49.8,49.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Casual labour,21.6,21.6,21.6,21.6,1,,21.6,21.6,21.6,21.6,21.6
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Regular wage/salary,28.6,28.6,28.6,28.6,1,,28.6,28.6,28.6,28.6,28.6
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,6.5,6.5,6.5,6.5,1,,6.5,6.5,6.5,6.5,6.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,"Self-Employed own account worker, employer",43.3,43.3,43.3,43.3,1,,43.3,43.3,43.3,43.3,43.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,All self employed,62.3,62.3,62.3,62.3,1,,62.3,62.3,62.3,62.3,62.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Casual labour,14.5,14.5,14.5,14.5,1,,14.5,14.5,14.5,14.5,14.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Regular wage/salary,23.1,23.1,23.1,23.1,1,,23.1,23.1,23.1,23.1,23.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,16.3,16.3,16.3,16.3,1,,16.3,16.3,16.3,16.3,16.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,"Self-Employed own account worker, employer",46.0,46.0,46.0,46.0,1,,46.0,46.0,46.0,46.0,46.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Female,All self employed,53.3,53.3,53.3,53.3,1,,53.3,53.3,53.3,53.3,53.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Casual labour,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Regular wage/salary,42.7,42.7,42.7,42.7,1,,42.7,42.7,42.7,42.7,42.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Self-Employed helper in hoursehold enterprise,16.1,16.1,16.1,16.1,1,,16.1,16.1,16.1,16.1,16.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Female,"Self-Employed own account worker, employer",37.2,37.2,37.2,37.2,1,,37.2,37.2,37.2,37.2,37.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Male,All self employed,46.8,46.8,46.8,46.8,1,,46.8,46.8,46.8,46.8,46.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Casual labour,10.4,10.4,10.4,10.4,1,,10.4,10.4,10.4,10.4,10.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Regular wage/salary,42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Self-Employed helper in hoursehold enterprise,4.4,4.4,4.4,4.4,1,,4.4,4.4,4.4,4.4,4.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Male,"Self-Employed own account worker, employer",42.4,42.4,42.4,42.4,1,,42.4,42.4,42.4,42.4,42.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,All self employed,48.3,48.3,48.3,48.3,1,,48.3,48.3,48.3,48.3,48.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Casual labour,9.0,9.0,9.0,9.0,1,,9.0,9.0,9.0,9.0,9.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Regular wage/salary,42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Self-Employed helper in hoursehold enterprise,7.1,7.1,7.1,7.1,1,,7.1,7.1,7.1,7.1,7.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,"Self-Employed own account worker, employer",41.2,41.2,41.2,41.2,1,,41.2,41.2,41.2,41.2,41.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Female,All self employed,93.4,93.4,93.4,93.4,1,,93.4,93.4,93.4,93.4,93.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Casual labour,0.5,0.5,0.5,0.5,1,,0.5,0.5,0.5,0.5,0.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Regular wage/salary,6.1,6.1,6.1,6.1,1,,6.1,6.1,6.1,6.1,6.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Self-Employed helper in hoursehold enterprise,39.5,39.5,39.5,39.5,1,,39.5,39.5,39.5,39.5,39.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Female,"Self-Employed own account worker, employer",53.9,53.9,53.9,53.9,1,,53.9,53.9,53.9,53.9,53.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Male,All self employed,49.4,49.4,49.4,49.4,1,,49.4,49.4,49.4,49.4,49.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Casual labour,24.5,24.5,24.5,24.5,1,,24.5,24.5,24.5,24.5,24.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Regular wage/salary,26.1,26.1,26.1,26.1,1,,26.1,26.1,26.1,26.1,26.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Self-Employed helper in hoursehold enterprise,8.1,8.1,8.1,8.1,1,,8.1,8.1,8.1,8.1,8.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Male,"Self-Employed own account worker, employer",41.2,41.2,41.2,41.2,1,,41.2,41.2,41.2,41.2,41.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,All self employed,65.2,65.2,65.2,65.2,1,,65.2,65.2,65.2,65.2,65.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Casual labour,15.9,15.9,15.9,15.9,1,,15.9,15.9,15.9,15.9,15.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Regular wage/salary,18.9,18.9,18.9,18.9,1,,18.9,18.9,18.9,18.9,18.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Self-Employed helper in hoursehold enterprise,19.4,19.4,19.4,19.4,1,,19.4,19.4,19.4,19.4,19.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,"Self-Employed own account worker, employer",45.8,45.8,45.8,45.8,1,,45.8,45.8,45.8,45.8,45.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,All self employed,89.8,89.8,89.8,89.8,1,,89.8,89.8,89.8,89.8,89.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Casual labour,1.2,1.2,1.2,1.2,1,,1.2,1.2,1.2,1.2,1.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Regular wage/salary,9.0,9.0,9.0,9.0,1,,9.0,9.0,9.0,9.0,9.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,37.5,37.5,37.5,37.5,1,,37.5,37.5,37.5,37.5,37.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,"Self-Employed own account worker, employer",52.3,52.3,52.3,52.3,1,,52.3,52.3,52.3,52.3,52.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,All self employed,48.2,48.2,48.2,48.2,1,,48.2,48.2,48.2,48.2,48.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Casual labour,22.9,22.9,22.9,22.9,1,,22.9,22.9,22.9,22.9,22.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Regular wage/salary,28.9,28.9,28.9,28.9,1,,28.9,28.9,28.9,28.9,28.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,7.3,7.3,7.3,7.3,1,,7.3,7.3,7.3,7.3,7.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,"Self-Employed own account worker, employer",40.9,40.9,40.9,40.9,1,,40.9,40.9,40.9,40.9,40.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,All self employed,62.4,62.4,62.4,62.4,1,,62.4,62.4,62.4,62.4,62.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Casual labour,15.5,15.5,15.5,15.5,1,,15.5,15.5,15.5,15.5,15.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Regular wage/salary,22.1,22.1,22.1,22.1,1,,22.1,22.1,22.1,22.1,22.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,17.6,17.6,17.6,17.6,1,,17.6,17.6,17.6,17.6,17.6
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,"Self-Employed own account worker, employer",44.8,44.8,44.8,44.8,1,,44.8,44.8,44.8,44.8,44.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Female,All self employed,60.5,60.5,60.5,60.5,1,,60.5,60.5,60.5,60.5,60.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Casual labour,7.4,7.4,7.4,7.4,1,,7.4,7.4,7.4,7.4,7.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Regular wage/salary,32.2,32.2,32.2,32.2,1,,32.2,32.2,32.2,32.2,32.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Self-Employed helper in hoursehold enterprise,21.0,21.0,21.0,21.0,1,,21.0,21.0,21.0,21.0,21.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Female,"Self-Employed own account worker, employer",39.4,39.4,39.4,39.4,1,,39.4,39.4,39.4,39.4,39.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Male,All self employed,42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Casual labour,15.4,15.4,15.4,15.4,1,,15.4,15.4,15.4,15.4,15.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Regular wage/salary,41.8,41.8,41.8,41.8,1,,41.8,41.8,41.8,41.8,41.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Self-Employed helper in hoursehold enterprise,3.8,3.8,3.8,3.8,1,,3.8,3.8,3.8,3.8,3.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Male,"Self-Employed own account worker, employer",39.0,39.0,39.0,39.0,1,,39.0,39.0,39.0,39.0,39.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,All self employed,47.0,47.0,47.0,47.0,1,,47.0,47.0,47.0,47.0,47.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Casual labour,13.5,13.5,13.5,13.5,1,,13.5,13.5,13.5,13.5,13.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Regular wage/salary,39.5,39.5,39.5,39.5,1,,39.5,39.5,39.5,39.5,39.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Self-Employed helper in hoursehold enterprise,7.9,7.9,7.9,7.9,1,,7.9,7.9,7.9,7.9,7.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,"Self-Employed own account worker, employer",39.1,39.1,39.1,39.1,1,,39.1,39.1,39.1,39.1,39.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Female,All self employed,95.4,95.4,95.4,95.4,1,,95.4,95.4,95.4,95.4,95.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Casual labour,0.1,0.1,0.1,0.1,1,,0.1,0.1,0.1,0.1,0.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Regular wage/salary,4.5,4.5,4.5,4.5,1,,4.5,4.5,4.5,4.5,4.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Self-Employed helper in hoursehold enterprise,38.1,38.1,38.1,38.1,1,,38.1,38.1,38.1,38.1,38.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Female,"Self-Employed own account worker, employer",57.3,57.3,57.3,57.3,1,,57.3,57.3,57.3,57.3,57.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Male,All self employed,55.0,55.0,55.0,55.0,1,,55.0,55.0,55.0,55.0,55.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Casual labour,21.9,21.9,21.9,21.9,1,,21.9,21.9,21.9,21.9,21.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Regular wage/salary,23.1,23.1,23.1,23.1,1,,23.1,23.1,23.1,23.1,23.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Self-Employed helper in hoursehold enterprise,9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Male,"Self-Employed own account worker, employer",45.7,45.7,45.7,45.7,1,,45.7,45.7,45.7,45.7,45.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,All self employed,71.4,71.4,71.4,71.4,1,,71.4,71.4,71.4,71.4,71.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Casual labour,13.0,13.0,13.0,13.0,1,,13.0,13.0,13.0,13.0,13.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Regular wage/salary,15.5,15.5,15.5,15.5,1,,15.5,15.5,15.5,15.5,15.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Self-Employed helper in hoursehold enterprise,21.0,21.0,21.0,21.0,1,,21.0,21.0,21.0,21.0,21.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,"Self-Employed own account worker, employer",50.4,50.4,50.4,50.4,1,,50.4,50.4,50.4,50.4,50.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,All self employed,92.1,92.1,92.1,92.1,1,,92.1,92.1,92.1,92.1,92.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Casual labour,0.5,0.5,0.5,0.5,1,,0.5,0.5,0.5,0.5,0.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Regular wage/salary,7.5,7.5,7.5,7.5,1,,7.5,7.5,7.5,7.5,7.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,35.7,35.7,35.7,35.7,1,,35.7,35.7,35.7,35.7,35.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,"Self-Employed own account worker, employer",56.4,56.4,56.4,56.4,1,,56.4,56.4,56.4,56.4,56.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,All self employed,53.6,53.6,53.6,53.6,1,,53.6,53.6,53.6,53.6,53.6
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Casual labour,19.7,19.7,19.7,19.7,1,,19.7,19.7,19.7,19.7,19.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Regular wage/salary,26.7,26.7,26.7,26.7,1,,26.7,26.7,26.7,26.7,26.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,8.5,8.5,8.5,8.5,1,,8.5,8.5,8.5,8.5,8.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,"Self-Employed own account worker, employer",45.1,45.1,45.1,45.1,1,,45.1,45.1,45.1,45.1,45.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,All self employed,68.3,68.3,68.3,68.3,1,,68.3,68.3,68.3,68.3,68.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Casual labour,12.4,12.4,12.4,12.4,1,,12.4,12.4,12.4,12.4,12.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Regular wage/salary,19.4,19.4,19.4,19.4,1,,19.4,19.4,19.4,19.4,19.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,18.9,18.9,18.9,18.9,1,,18.9,18.9,18.9,18.9,18.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,"Self-Employed own account worker, employer",49.4,49.4,49.4,49.4,1,,49.4,49.4,49.4,49.4,49.4
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Female,All self employed,53.0,53.0,53.0,53.0,1,,53.0,53.0,53.0,53.0,53.0
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Casual labour,4.2,4.2,4.2,4.2,1,,4.2,4.2,4.2,4.2,4.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Regular wage/salary,42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Self-Employed helper in hoursehold enterprise,7.5,7.5,7.5,7.5,1,,7.5,7.5,7.5,7.5,7.5
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Female,"Self-Employed own account worker, employer",45.6,45.6,45.6,45.6,1,,45.6,45.6,45.6,45.6,45.6
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Male,All self employed,46.9,46.9,46.9,46.9,1,,46.9,46.9,46.9,46.9,46.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Casual labour,9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Regular wage/salary,43.9,43.9,43.9,43.9,1,,43.9,43.9,43.9,43.9,43.9
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Self-Employed helper in hoursehold enterprise,5.1,5.1,5.1,5.1,1,,5.1,5.1,5.1,5.1,5.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Male,"Self-Employed own account worker, employer",41.8,41.8,41.8,41.8,1,,41.8,41.8,41.8,41.8,41.8
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,All self employed,48.3,48.3,48.3,48.3,1,,48.3,48.3,48.3,48.3,48.3
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Casual labour,8.1,8.1,8.1,8.1,1,,8.1,8.1,8.1,8.1,8.1
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Regular wage/salary,43.7,43.7,43.7,43.7,1,,43.7,43.7,43.7,43.7,43.7
India,Jammu And Kashmir,1,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Self-Employed helper in hoursehold enterprise,5.6,5.6,5.6,5.6,1,,5.6,5.6,5.6,5.6,5.6
