Country,Year,Type of industry of work,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural,Persons,Casual labour,21.6,21.6,21.6,21.6,1,,21.6,21.6,21.6,21.6,21.6
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural,Persons,Regular wage/salary,32.2,32.2,32.2,32.2,1,,32.2,32.2,32.2,32.2,32.2
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural,Persons,Self-Employed helper in hoursehold enterprise,7.0,7.0,7.0,7.0,1,,7.0,7.0,7.0,7.0,7.0
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural,Persons,"Self-Employed own account worker, employer",39.2,39.2,39.2,39.2,1,,39.2,39.2,39.2,39.2,39.2
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Female,All self employed,67.1,67.1,67.1,67.1,1,,67.1,67.1,67.1,67.1,67.1
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Female,Casual labour,13.9,13.9,13.9,13.9,1,,13.9,13.9,13.9,13.9,13.9
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Female,Regular wage/salary,19.0,19.0,19.0,19.0,1,,19.0,19.0,19.0,19.0,19.0
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,16.1,16.1,16.1,16.1,1,,16.1,16.1,16.1,16.1,16.1
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Female,"Self-Employed own account worker, employer",51.0,51.0,51.0,51.0,1,,51.0,51.0,51.0,51.0,51.0
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Male,All self employed,34.4,34.4,34.4,34.4,1,,34.4,34.4,34.4,34.4,34.4
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Male,Casual labour,17.0,17.0,17.0,17.0,1,,17.0,17.0,17.0,17.0,17.0
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Male,Regular wage/salary,48.5,48.5,48.5,48.5,1,,48.5,48.5,48.5,48.5,48.5
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,4.6,4.6,4.6,4.6,1,,4.6,4.6,4.6,4.6,4.6
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Male,"Self-Employed own account worker, employer",29.9,29.9,29.9,29.9,1,,29.9,29.9,29.9,29.9,29.9
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Persons,All self employed,42.2,42.2,42.2,42.2,1,,42.2,42.2,42.2,42.2,42.2
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Persons,Casual labour,16.3,16.3,16.3,16.3,1,,16.3,16.3,16.3,16.3,16.3
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Persons,Regular wage/salary,41.5,41.5,41.5,41.5,1,,41.5,41.5,41.5,41.5,41.5
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,7.3,7.3,7.3,7.3,1,,7.3,7.3,7.3,7.3,7.3
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Rural+Urban,Persons,"Self-Employed own account worker, employer",34.9,34.9,34.9,34.9,1,,34.9,34.9,34.9,34.9,34.9
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Female,All self employed,61.6,61.6,61.6,61.6,1,,61.6,61.6,61.6,61.6,61.6
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Female,Casual labour,13.1,13.1,13.1,13.1,1,,13.1,13.1,13.1,13.1,13.1
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Female,Regular wage/salary,25.3,25.3,25.3,25.3,1,,25.3,25.3,25.3,25.3,25.3
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Female,Self-Employed helper in hoursehold enterprise,16.4,16.4,16.4,16.4,1,,16.4,16.4,16.4,16.4,16.4
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Female,"Self-Employed own account worker, employer",45.2,45.2,45.2,45.2,1,,45.2,45.2,45.2,45.2,45.2
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Male,All self employed,32.2,32.2,32.2,32.2,1,,32.2,32.2,32.2,32.2,32.2
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Male,Casual labour,11.5,11.5,11.5,11.5,1,,11.5,11.5,11.5,11.5,11.5
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Male,Regular wage/salary,56.3,56.3,56.3,56.3,1,,56.3,56.3,56.3,56.3,56.3
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Male,Self-Employed helper in hoursehold enterprise,5.0,5.0,5.0,5.0,1,,5.0,5.0,5.0,5.0,5.0
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Male,"Self-Employed own account worker, employer",27.2,27.2,27.2,27.2,1,,27.2,27.2,27.2,27.2,27.2
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Persons,All self employed,38.8,38.8,38.8,38.8,1,,38.8,38.8,38.8,38.8,38.8
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Persons,Casual labour,11.8,11.8,11.8,11.8,1,,11.8,11.8,11.8,11.8,11.8
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Persons,Regular wage/salary,49.3,49.3,49.3,49.3,1,,49.3,49.3,49.3,49.3,49.3
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Persons,Self-Employed helper in hoursehold enterprise,7.6,7.6,7.6,7.6,1,,7.6,7.6,7.6,7.6,7.6
India,"Agriculture Year (Jul - Jun), 2017",10-33 (manufacturing),Urban,Persons,"Self-Employed own account worker, employer",31.3,31.3,31.3,31.3,1,,31.3,31.3,31.3,31.3,31.3
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Female,All self employed,22.6,22.6,22.6,22.6,1,,22.6,22.6,22.6,22.6,22.6
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Female,Casual labour,1.6,1.6,1.6,1.6,1,,1.6,1.6,1.6,1.6,1.6
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Female,Regular wage/salary,75.8,75.8,75.8,75.8,1,,75.8,75.8,75.8,75.8,75.8
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Female,Self-Employed helper in hoursehold enterprise,22.6,22.6,22.6,22.6,1,,22.6,22.6,22.6,22.6,22.6
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Female,"Self-Employed own account worker, employer",0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Male,All self employed,12.5,12.5,12.5,12.5,1,,12.5,12.5,12.5,12.5,12.5
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Male,Casual labour,8.1,8.1,8.1,8.1,1,,8.1,8.1,8.1,8.1,8.1
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Male,Regular wage/salary,79.4,79.4,79.4,79.4,1,,79.4,79.4,79.4,79.4,79.4
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Male,Self-Employed helper in hoursehold enterprise,0.1,0.1,0.1,0.1,1,,0.1,0.1,0.1,0.1,0.1
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Male,"Self-Employed own account worker, employer",12.4,12.4,12.4,12.4,1,,12.4,12.4,12.4,12.4,12.4
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Persons,All self employed,12.7,12.7,12.7,12.7,1,,12.7,12.7,12.7,12.7,12.7
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Persons,Casual labour,8.0,8.0,8.0,8.0,1,,8.0,8.0,8.0,8.0,8.0
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Persons,Regular wage/salary,79.3,79.3,79.3,79.3,1,,79.3,79.3,79.3,79.3,79.3
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Persons,Self-Employed helper in hoursehold enterprise,0.6,0.6,0.6,0.6,1,,0.6,0.6,0.6,0.6,0.6
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural,Persons,"Self-Employed own account worker, employer",12.1,12.1,12.1,12.1,1,,12.1,12.1,12.1,12.1,12.1
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Female,All self employed,20.6,20.6,20.6,20.6,1,,20.6,20.6,20.6,20.6,20.6
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Female,Casual labour,8.0,8.0,8.0,8.0,1,,8.0,8.0,8.0,8.0,8.0
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Female,Regular wage/salary,71.4,71.4,71.4,71.4,1,,71.4,71.4,71.4,71.4,71.4
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,7.6,7.6,7.6,7.6,1,,7.6,7.6,7.6,7.6,7.6
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Female,"Self-Employed own account worker, employer",13.0,13.0,13.0,13.0,1,,13.0,13.0,13.0,13.0,13.0
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Male,All self employed,15.4,15.4,15.4,15.4,1,,15.4,15.4,15.4,15.4,15.4
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Male,Casual labour,6.0,6.0,6.0,6.0,1,,6.0,6.0,6.0,6.0,6.0
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Male,Regular wage/salary,78.6,78.6,78.6,78.6,1,,78.6,78.6,78.6,78.6,78.6
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,1.4,1.4,1.4,1.4,1,,1.4,1.4,1.4,1.4,1.4
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Male,"Self-Employed own account worker, employer",14.0,14.0,14.0,14.0,1,,14.0,14.0,14.0,14.0,14.0
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Persons,All self employed,15.8,15.8,15.8,15.8,1,,15.8,15.8,15.8,15.8,15.8
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Persons,Casual labour,6.1,6.1,6.1,6.1,1,,6.1,6.1,6.1,6.1,6.1
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Persons,Regular wage/salary,78.1,78.1,78.1,78.1,1,,78.1,78.1,78.1,78.1,78.1
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,1.8,1.8,1.8,1.8,1,,1.8,1.8,1.8,1.8,1.8
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Rural+Urban,Persons,"Self-Employed own account worker, employer",14.0,14.0,14.0,14.0,1,,14.0,14.0,14.0,14.0,14.0
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Female,All self employed,20.3,20.3,20.3,20.3,1,,20.3,20.3,20.3,20.3,20.3
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Female,Casual labour,8.9,8.9,8.9,8.9,1,,8.9,8.9,8.9,8.9,8.9
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Female,Regular wage/salary,70.8,70.8,70.8,70.8,1,,70.8,70.8,70.8,70.8,70.8
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Female,Self-Employed helper in hoursehold enterprise,5.4,5.4,5.4,5.4,1,,5.4,5.4,5.4,5.4,5.4
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Female,"Self-Employed own account worker, employer",14.9,14.9,14.9,14.9,1,,14.9,14.9,14.9,14.9,14.9
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Male,All self employed,17.9,17.9,17.9,17.9,1,,17.9,17.9,17.9,17.9,17.9
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Male,Casual labour,4.1,4.1,4.1,4.1,1,,4.1,4.1,4.1,4.1,4.1
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Male,Self-Employed helper in hoursehold enterprise,2.4,2.4,2.4,2.4,1,,2.4,2.4,2.4,2.4,2.4
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Male,"Self-Employed own account worker, employer",15.5,15.5,15.5,15.5,1,,15.5,15.5,15.5,15.5,15.5
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Persons,All self employed,18.1,18.1,18.1,18.1,1,,18.1,18.1,18.1,18.1,18.1
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Persons,Casual labour,4.7,4.7,4.7,4.7,1,,4.7,4.7,4.7,4.7,4.7
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Persons,Regular wage/salary,77.2,77.2,77.2,77.2,1,,77.2,77.2,77.2,77.2,77.2
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Persons,Self-Employed helper in hoursehold enterprise,2.7,2.7,2.7,2.7,1,,2.7,2.7,2.7,2.7,2.7
India,"Agriculture Year (Jul - Jun), 2017",35-39 (electricity and water supply),Urban,Persons,"Self-Employed own account worker, employer",15.4,15.4,15.4,15.4,1,,15.4,15.4,15.4,15.4,15.4
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Female,All self employed,0.3,0.3,0.3,0.3,1,,0.3,0.3,0.3,0.3,0.3
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Female,Casual labour,98.6,98.6,98.6,98.6,1,,98.6,98.6,98.6,98.6,98.6
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Female,Regular wage/salary,1.1,1.1,1.1,1.1,1,,1.1,1.1,1.1,1.1,1.1
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Female,Self-Employed helper in hoursehold enterprise,0.1,0.1,0.1,0.1,1,,0.1,0.1,0.1,0.1,0.1
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Female,"Self-Employed own account worker, employer",0.3,0.3,0.3,0.3,1,,0.3,0.3,0.3,0.3,0.3
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Male,All self employed,9.7,9.7,9.7,9.7,1,,9.7,9.7,9.7,9.7,9.7
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Male,Casual labour,86.9,86.9,86.9,86.9,1,,86.9,86.9,86.9,86.9,86.9
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Male,Regular wage/salary,3.3,3.3,3.3,3.3,1,,3.3,3.3,3.3,3.3,3.3
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Male,Self-Employed helper in hoursehold enterprise,0.2,0.2,0.2,0.2,1,,0.2,0.2,0.2,0.2,0.2
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Male,"Self-Employed own account worker, employer",9.6,9.6,9.6,9.6,1,,9.6,9.6,9.6,9.6,9.6
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Persons,All self employed,8.7,8.7,8.7,8.7,1,,8.7,8.7,8.7,8.7,8.7
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Persons,Casual labour,88.2,88.2,88.2,88.2,1,,88.2,88.2,88.2,88.2,88.2
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Persons,Regular wage/salary,3.1,3.1,3.1,3.1,1,,3.1,3.1,3.1,3.1,3.1
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Persons,Self-Employed helper in hoursehold enterprise,0.2,0.2,0.2,0.2,1,,0.2,0.2,0.2,0.2,0.2
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural,Persons,"Self-Employed own account worker, employer",8.6,8.6,8.6,8.6,1,,8.6,8.6,8.6,8.6,8.6
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Female,All self employed,0.6,0.6,0.6,0.6,1,,0.6,0.6,0.6,0.6,0.6
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Female,Casual labour,96.8,96.8,96.8,96.8,1,,96.8,96.8,96.8,96.8,96.8
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Female,Regular wage/salary,2.6,2.6,2.6,2.6,1,,2.6,2.6,2.6,2.6,2.6
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,0.2,0.2,0.2,0.2,1,,0.2,0.2,0.2,0.2,0.2
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Female,"Self-Employed own account worker, employer",0.4,0.4,0.4,0.4,1,,0.4,0.4,0.4,0.4,0.4
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Male,All self employed,11.9,11.9,11.9,11.9,1,,11.9,11.9,11.9,11.9,11.9
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Male,Casual labour,82.3,82.3,82.3,82.3,1,,82.3,82.3,82.3,82.3,82.3
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Male,Regular wage/salary,5.8,5.8,5.8,5.8,1,,5.8,5.8,5.8,5.8,5.8
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,0.4,0.4,0.4,0.4,1,,0.4,0.4,0.4,0.4,0.4
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Male,"Self-Employed own account worker, employer",11.5,11.5,11.5,11.5,1,,11.5,11.5,11.5,11.5,11.5
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Persons,All self employed,10.8,10.8,10.8,10.8,1,,10.8,10.8,10.8,10.8,10.8
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Persons,Casual labour,83.7,83.7,83.7,83.7,1,,83.7,83.7,83.7,83.7,83.7
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Persons,Regular wage/salary,5.5,5.5,5.5,5.5,1,,5.5,5.5,5.5,5.5,5.5
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,0.4,0.4,0.4,0.4,1,,0.4,0.4,0.4,0.4,0.4
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Rural+Urban,Persons,"Self-Employed own account worker, employer",10.4,10.4,10.4,10.4,1,,10.4,10.4,10.4,10.4,10.4
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Female,All self employed,1.6,1.6,1.6,1.6,1,,1.6,1.6,1.6,1.6,1.6
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Female,Casual labour,90.0,90.0,90.0,90.0,1,,90.0,90.0,90.0,90.0,90.0
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Female,Regular wage/salary,8.4,8.4,8.4,8.4,1,,8.4,8.4,8.4,8.4,8.4
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Female,Self-Employed helper in hoursehold enterprise,0.7,0.7,0.7,0.7,1,,0.7,0.7,0.7,0.7,0.7
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Female,"Self-Employed own account worker, employer",0.9,0.9,0.9,0.9,1,,0.9,0.9,0.9,0.9,0.9
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Male,All self employed,18.3,18.3,18.3,18.3,1,,18.3,18.3,18.3,18.3,18.3
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Male,Casual labour,68.7,68.7,68.7,68.7,1,,68.7,68.7,68.7,68.7,68.7
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Male,Regular wage/salary,13.0,13.0,13.0,13.0,1,,13.0,13.0,13.0,13.0,13.0
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Male,Self-Employed helper in hoursehold enterprise,1.1,1.1,1.1,1.1,1,,1.1,1.1,1.1,1.1,1.1
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Male,"Self-Employed own account worker, employer",17.3,17.3,17.3,17.3,1,,17.3,17.3,17.3,17.3,17.3
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Persons,All self employed,16.9,16.9,16.9,16.9,1,,16.9,16.9,16.9,16.9,16.9
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Persons,Casual labour,70.4,70.4,70.4,70.4,1,,70.4,70.4,70.4,70.4,70.4
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Persons,Regular wage/salary,12.6,12.6,12.6,12.6,1,,12.6,12.6,12.6,12.6,12.6
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Persons,Self-Employed helper in hoursehold enterprise,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0
India,"Agriculture Year (Jul - Jun), 2017",41-43 (construction),Urban,Persons,"Self-Employed own account worker, employer",15.9,15.9,15.9,15.9,1,,15.9,15.9,15.9,15.9,15.9
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Female,All self employed,86.2,86.2,86.2,86.2,1,,86.2,86.2,86.2,86.2,86.2
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Female,Casual labour,1.3,1.3,1.3,1.3,1,,1.3,1.3,1.3,1.3,1.3
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Female,Regular wage/salary,12.5,12.5,12.5,12.5,1,,12.5,12.5,12.5,12.5,12.5
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Female,Self-Employed helper in hoursehold enterprise,37.1,37.1,37.1,37.1,1,,37.1,37.1,37.1,37.1,37.1
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Female,"Self-Employed own account worker, employer",49.1,49.1,49.1,49.1,1,,49.1,49.1,49.1,49.1,49.1
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Male,All self employed,76.0,76.0,76.0,76.0,1,,76.0,76.0,76.0,76.0,76.0
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Male,Casual labour,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Male,Regular wage/salary,20.0,20.0,20.0,20.0,1,,20.0,20.0,20.0,20.0,20.0
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Male,Self-Employed helper in hoursehold enterprise,6.7,6.7,6.7,6.7,1,,6.7,6.7,6.7,6.7,6.7
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Male,"Self-Employed own account worker, employer",69.2,69.2,69.2,69.2,1,,69.2,69.2,69.2,69.2,69.2
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Persons,All self employed,77.1,77.1,77.1,77.1,1,,77.1,77.1,77.1,77.1,77.1
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Persons,Casual labour,3.7,3.7,3.7,3.7,1,,3.7,3.7,3.7,3.7,3.7
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Persons,Regular wage/salary,19.1,19.1,19.1,19.1,1,,19.1,19.1,19.1,19.1,19.1
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Persons,Self-Employed helper in hoursehold enterprise,10.1,10.1,10.1,10.1,1,,10.1,10.1,10.1,10.1,10.1
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural,Persons,"Self-Employed own account worker, employer",67.0,67.0,67.0,67.0,1,,67.0,67.0,67.0,67.0,67.0
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural+Urban,Female,All self employed,76.0,76.0,76.0,76.0,1,,76.0,76.0,76.0,76.0,76.0
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural+Urban,Female,Casual labour,2.5,2.5,2.5,2.5,1,,2.5,2.5,2.5,2.5,2.5
India,"Agriculture Year (Jul - Jun), 2017",45-47 (trade),Rural+Urban,Female,Regular wage/salary,21.6,21.6,21.6,21.6,1,,21.6,21.6,21.6,21.6,21.6
